Ti Zr Hf V Nb Ta Mo W Re Ru Al Cr Si surf gsf D
0.375 0.000 0.000 0.181 0.306 0.000 0.000 0.000 0.000 0.000 0.000 0.139 0.000 2.002 0.661 3.032
0.375 0.000 0.000 0.181 0.319 0.000 0.000 0.000 0.000 0.000 0.000 0.125 0.000 1.992 0.652 3.055
0.375 0.000 0.000 0.194 0.292 0.000 0.000 0.000 0.000 0.000 0.000 0.139 0.000 2.001 0.659 3.035
0.375 0.000 0.000 0.194 0.306 0.000 0.000 0.000 0.000 0.000 0.000 0.125 0.000 1.996 0.651 3.064
0.375 0.000 0.000 0.208 0.278 0.000 0.000 0.000 0.000 0.000 0.000 0.139 0.000 2.006 0.665 3.018
0.375 0.000 0.000 0.208 0.292 0.000 0.000 0.000 0.000 0.000 0.000 0.125 0.000 1.998 0.656 3.043
0.375 0.000 0.000 0.222 0.264 0.000 0.000 0.000 0.000 0.000 0.000 0.139 0.000 2.006 0.668 3.001
0.375 0.000 0.000 0.222 0.278 0.000 0.000 0.000 0.000 0.000 0.000 0.125 0.000 1.998 0.656 3.043
0.375 0.000 0.000 0.236 0.264 0.000 0.000 0.000 0.000 0.000 0.000 0.125 0.000 2.002 0.656 3.049
0.375 0.000 0.000 0.250 0.250 0.000 0.000 0.000 0.000 0.000 0.000 0.125 0.000 2.003 0.662 3.025
0.375 0.000 0.000 0.264 0.236 0.000 0.000 0.000 0.000 0.000 0.000 0.125 0.000 2.003 0.662 3.027
0.375 0.000 0.000 0.278 0.222 0.000 0.000 0.000 0.000 0.000 0.000 0.125 0.000 2.004 0.667 3.006
0.264 0.000 0.000 0.583 0.000 0.028 0.000 0.000 0.000 0.000 0.125 0.000 0.000 2.046 0.677 3.024
0.264 0.000 0.000 0.597 0.000 0.014 0.000 0.000 0.000 0.000 0.125 0.000 0.000 2.048 0.677 3.025
0.389 0.000 0.000 0.389 0.000 0.097 0.000 0.000 0.000 0.000 0.000 0.125 0.000 2.077 0.688 3.019
0.458 0.000 0.000 0.319 0.000 0.083 0.000 0.000 0.000 0.000 0.000 0.139 0.000 2.044 0.669 3.054
0.458 0.000 0.000 0.333 0.000 0.069 0.000 0.000 0.000 0.000 0.000 0.139 0.000 2.041 0.668 3.055
0.458 0.000 0.000 0.333 0.000 0.083 0.000 0.000 0.000 0.000 0.000 0.125 0.000 2.027 0.651 3.114
0.458 0.000 0.000 0.347 0.000 0.056 0.000 0.000 0.000 0.000 0.000 0.139 0.000 2.045 0.677 3.022
0.458 0.000 0.000 0.347 0.000 0.069 0.000 0.000 0.000 0.000 0.000 0.125 0.000 2.025 0.650 3.114
0.458 0.000 0.000 0.361 0.000 0.042 0.000 0.000 0.000 0.000 0.000 0.139 0.000 2.044 0.679 3.010
0.458 0.000 0.000 0.361 0.000 0.056 0.000 0.000 0.000 0.000 0.000 0.125 0.000 2.042 0.668 3.055
0.458 0.000 0.000 0.389 0.000 0.028 0.000 0.000 0.000 0.000 0.000 0.125 0.000 2.040 0.677 3.014
0.458 0.000 0.000 0.403 0.000 0.014 0.000 0.000 0.000 0.000 0.000 0.125 0.000 2.036 0.679 3.001
0.264 0.000 0.000 0.597 0.000 0.000 0.014 0.000 0.000 0.000 0.125 0.000 0.000 2.061 0.679 3.037
0.278 0.000 0.000 0.431 0.000 0.000 0.153 0.000 0.000 0.000 0.139 0.000 0.000 2.107 0.690 3.053
0.278 0.000 0.000 0.444 0.000 0.000 0.139 0.000 0.000 0.000 0.139 0.000 0.000 2.096 0.683 3.070
0.278 0.000 0.000 0.458 0.000 0.000 0.125 0.000 0.000 0.000 0.139 0.000 0.000 2.092 0.682 3.067
0.278 0.000 0.000 0.472 0.000 0.000 0.111 0.000 0.000 0.000 0.139 0.000 0.000 2.089 0.682 3.062
0.278 0.000 0.000 0.486 0.000 0.000 0.097 0.000 0.000 0.000 0.139 0.000 0.000 2.079 0.682 3.050
0.278 0.000 0.000 0.486 0.000 0.000 0.111 0.000 0.000 0.000 0.125 0.000 0.000 2.104 0.684 3.076
0.278 0.000 0.000 0.500 0.000 0.000 0.083 0.000 0.000 0.000 0.139 0.000 0.000 2.079 0.683 3.045
0.278 0.000 0.000 0.500 0.000 0.000 0.097 0.000 0.000 0.000 0.125 0.000 0.000 2.094 0.681 3.077
0.278 0.000 0.000 0.514 0.000 0.000 0.069 0.000 0.000 0.000 0.139 0.000 0.000 2.075 0.682 3.040
0.278 0.000 0.000 0.514 0.000 0.000 0.083 0.000 0.000 0.000 0.125 0.000 0.000 2.093 0.682 3.070
0.278 0.000 0.000 0.528 0.000 0.000 0.056 0.000 0.000 0.000 0.139 0.000 0.000 2.069 0.681 3.037
0.278 0.000 0.000 0.528 0.000 0.000 0.069 0.000 0.000 0.000 0.125 0.000 0.000 2.087 0.682 3.061
0.278 0.000 0.000 0.542 0.000 0.000 0.042 0.000 0.000 0.000 0.139 0.000 0.000 2.064 0.679 3.040
0.278 0.000 0.000 0.542 0.000 0.000 0.056 0.000 0.000 0.000 0.125 0.000 0.000 2.083 0.681 3.060
0.278 0.000 0.000 0.556 0.000 0.000 0.028 0.000 0.000 0.000 0.139 0.000 0.000 2.045 0.676 3.027
0.278 0.000 0.000 0.556 0.000 0.000 0.042 0.000 0.000 0.000 0.125 0.000 0.000 2.074 0.680 3.051
0.306 0.000 0.000 0.500 0.000 0.000 0.056 0.000 0.000 0.000 0.139 0.000 0.000 2.055 0.678 3.031
0.306 0.000 0.000 0.500 0.000 0.000 0.069 0.000 0.000 0.000 0.125 0.000 0.000 2.070 0.680 3.043
0.306 0.000 0.000 0.514 0.000 0.000 0.042 0.000 0.000 0.000 0.139 0.000 0.000 2.054 0.675 3.044
0.306 0.000 0.000 0.514 0.000 0.000 0.056 0.000 0.000 0.000 0.125 0.000 0.000 2.068 0.680 3.042
0.306 0.000 0.000 0.528 0.000 0.000 0.028 0.000 0.000 0.000 0.139 0.000 0.000 2.038 0.672 3.035
0.306 0.000 0.000 0.528 0.000 0.000 0.042 0.000 0.000 0.000 0.125 0.000 0.000 2.063 0.678 3.041
0.306 0.000 0.000 0.542 0.000 0.000 0.028 0.000 0.000 0.000 0.125 0.000 0.000 2.042 0.676 3.019
0.306 0.000 0.000 0.556 0.000 0.000 0.014 0.000 0.000 0.000 0.125 0.000 0.000 2.038 0.675 3.021
0.319 0.000 0.000 0.403 0.000 0.000 0.153 0.000 0.000 0.000 0.125 0.000 0.000 2.092 0.684 3.059
0.319 0.000 0.000 0.417 0.000 0.000 0.139 0.000 0.000 0.000 0.125 0.000 0.000 2.088 0.680 3.073
0.319 0.000 0.000 0.431 0.000 0.000 0.125 0.000 0.000 0.000 0.125 0.000 0.000 2.081 0.678 3.072
0.319 0.000 0.000 0.444 0.000 0.000 0.111 0.000 0.000 0.000 0.125 0.000 0.000 2.071 0.677 3.058
0.319 0.000 0.000 0.472 0.000 0.000 0.083 0.000 0.000 0.000 0.125 0.000 0.000 2.069 0.679 3.048
0.319 0.000 0.000 0.486 0.000 0.000 0.069 0.000 0.000 0.000 0.125 0.000 0.000 2.065 0.680 3.037
0.319 0.000 0.000 0.500 0.000 0.000 0.056 0.000 0.000 0.000 0.125 0.000 0.000 2.058 0.677 3.038
0.319 0.000 0.000 0.528 0.000 0.000 0.028 0.000 0.000 0.000 0.125 0.000 0.000 2.037 0.675 3.020
0.333 0.000 0.000 0.403 0.000 0.000 0.139 0.000 0.000 0.000 0.125 0.000 0.000 2.082 0.679 3.065
0.333 0.000 0.000 0.417 0.000 0.000 0.125 0.000 0.000 0.000 0.125 0.000 0.000 2.072 0.676 3.063
0.333 0.000 0.000 0.431 0.000 0.000 0.111 0.000 0.000 0.000 0.125 0.000 0.000 2.071 0.676 3.064
0.333 0.000 0.000 0.458 0.000 0.000 0.083 0.000 0.000 0.000 0.125 0.000 0.000 2.063 0.677 3.048
0.333 0.000 0.000 0.472 0.000 0.000 0.069 0.000 0.000 0.000 0.125 0.000 0.000 2.054 0.676 3.037
0.333 0.000 0.000 0.486 0.000 0.000 0.056 0.000 0.000 0.000 0.125 0.000 0.000 2.052 0.677 3.033
0.333 0.000 0.000 0.528 0.000 0.000 0.014 0.000 0.000 0.000 0.125 0.000 0.000 2.031 0.671 3.028
0.347 0.000 0.000 0.417 0.000 0.000 0.111 0.000 0.000 0.000 0.125 0.000 0.000 2.068 0.676 3.060
0.347 0.000 0.000 0.431 0.000 0.000 0.097 0.000 0.000 0.000 0.125 0.000 0.000 2.063 0.674 3.060
0.347 0.000 0.000 0.444 0.000 0.000 0.083 0.000 0.000 0.000 0.125 0.000 0.000 2.055 0.677 3.036
0.347 0.000 0.000 0.458 0.000 0.000 0.069 0.000 0.000 0.000 0.125 0.000 0.000 2.050 0.675 3.038
0.347 0.000 0.000 0.472 0.000 0.000 0.056 0.000 0.000 0.000 0.125 0.000 0.000 2.047 0.673 3.041
0.347 0.000 0.000 0.500 0.000 0.000 0.028 0.000 0.000 0.000 0.125 0.000 0.000 2.030 0.671 3.025
0.361 0.000 0.000 0.417 0.000 0.000 0.097 0.000 0.000 0.000 0.125 0.000 0.000 2.056 0.673 3.053
0.361 0.000 0.000 0.431 0.000 0.000 0.083 0.000 0.000 0.000 0.125 0.000 0.000 2.053 0.675 3.042
0.361 0.000 0.000 0.444 0.000 0.000 0.069 0.000 0.000 0.000 0.125 0.000 0.000 2.047 0.672 3.045
0.361 0.000 0.000 0.458 0.000 0.000 0.056 0.000 0.000 0.000 0.125 0.000 0.000 2.044 0.671 3.044
0.306 0.000 0.014 0.542 0.000 0.000 0.000 0.000 0.000 0.000 0.139 0.000 0.000 2.012 0.667 3.019
0.306 0.000 0.014 0.556 0.000 0.000 0.000 0.000 0.000 0.000 0.125 0.000 0.000 2.015 0.667 3.019
0.306 0.000 0.028 0.542 0.000 0.000 0.000 0.000 0.000 0.000 0.125 0.000 0.000 2.016 0.666 3.029
0.319 0.000 0.014 0.542 0.000 0.000 0.000 0.000 0.000 0.000 0.125 0.000 0.000 2.009 0.668 3.010
0.319 0.000 0.028 0.528 0.000 0.000 0.000 0.000 0.000 0.000 0.125 0.000 0.000 2.010 0.665 3.021
0.333 0.000 0.014 0.528 0.000 0.000 0.000 0.000 0.000 0.000 0.125 0.000 0.000 2.007 0.667 3.008
0.333 0.000 0.028 0.514 0.000 0.000 0.000 0.000 0.000 0.000 0.125 0.000 0.000 2.008 0.665 3.021
0.347 0.000 0.014 0.514 0.000 0.000 0.000 0.000 0.000 0.000 0.125 0.000 0.000 2.005 0.666 3.011
0.431 0.000 0.000 0.347 0.000 0.083 0.000 0.000 0.000 0.000 0.000 0.139 0.000 2.054 0.678 3.029
0.431 0.000 0.000 0.347 0.000 0.097 0.000 0.000 0.000 0.000 0.000 0.125 0.000 2.058 0.670 3.073
0.431 0.000 0.000 0.361 0.000 0.069 0.000 0.000 0.000 0.000 0.000 0.139 0.000 2.051 0.682 3.009
0.431 0.000 0.000 0.361 0.000 0.083 0.000 0.000 0.000 0.000 0.000 0.125 0.000 2.048 0.673 3.044
0.431 0.000 0.000 0.375 0.000 0.069 0.000 0.000 0.000 0.000 0.000 0.125 0.000 2.049 0.674 3.039
0.444 0.000 0.000 0.361 0.000 0.056 0.000 0.000 0.000 0.000 0.000 0.139 0.000 2.050 0.681 3.009
0.444 0.000 0.000 0.361 0.000 0.069 0.000 0.000 0.000 0.000 0.000 0.125 0.000 2.042 0.668 3.058
0.444 0.000 0.000 0.375 0.000 0.042 0.000 0.000 0.000 0.000 0.000 0.139 0.000 2.050 0.683 3.001
0.444 0.000 0.000 0.375 0.000 0.056 0.000 0.000 0.000 0.000 0.000 0.125 0.000 2.044 0.675 3.028
0.208 0.000 0.000 0.569 0.000 0.000 0.083 0.000 0.000 0.000 0.139 0.000 0.000 2.123 0.699 3.035
0.208 0.000 0.000 0.583 0.000 0.000 0.069 0.000 0.000 0.000 0.139 0.000 0.000 2.108 0.687 3.069
0.208 0.000 0.000 0.597 0.000 0.000 0.056 0.000 0.000 0.000 0.139 0.000 0.000 2.105 0.686 3.069
0.222 0.000 0.000 0.542 0.000 0.000 0.097 0.000 0.000 0.000 0.139 0.000 0.000 2.123 0.697 3.047
0.222 0.000 0.000 0.556 0.000 0.000 0.083 0.000 0.000 0.000 0.139 0.000 0.000 2.108 0.686 3.074
0.222 0.000 0.000 0.569 0.000 0.000 0.069 0.000 0.000 0.000 0.139 0.000 0.000 2.103 0.685 3.072
0.222 0.000 0.000 0.583 0.000 0.000 0.056 0.000 0.000 0.000 0.139 0.000 0.000 2.100 0.685 3.067
0.222 0.000 0.000 0.597 0.000 0.000 0.042 0.000 0.000 0.000 0.139 0.000 0.000 2.094 0.683 3.064
0.236 0.000 0.000 0.514 0.000 0.000 0.111 0.000 0.000 0.000 0.139 0.000 0.000 2.115 0.695 3.041
0.236 0.000 0.000 0.528 0.000 0.000 0.097 0.000 0.000 0.000 0.139 0.000 0.000 2.106 0.684 3.081
0.236 0.000 0.000 0.542 0.000 0.000 0.083 0.000 0.000 0.000 0.139 0.000 0.000 2.103 0.685 3.072
0.236 0.000 0.000 0.556 0.000 0.000 0.069 0.000 0.000 0.000 0.139 0.000 0.000 2.099 0.685 3.066
0.236 0.000 0.000 0.569 0.000 0.000 0.056 0.000 0.000 0.000 0.139 0.000 0.000 2.093 0.684 3.060
0.236 0.000 0.000 0.569 0.000 0.000 0.069 0.000 0.000 0.000 0.125 0.000 0.000 2.112 0.693 3.045
0.236 0.000 0.000 0.583 0.000 0.000 0.042 0.000 0.000 0.000 0.139 0.000 0.000 2.083 0.681 3.057
0.236 0.000 0.000 0.583 0.000 0.000 0.056 0.000 0.000 0.000 0.125 0.000 0.000 2.111 0.686 3.075
0.236 0.000 0.000 0.597 0.000 0.000 0.028 0.000 0.000 0.000 0.139 0.000 0.000 2.073 0.680 3.048
0.250 0.000 0.000 0.486 0.000 0.000 0.125 0.000 0.000 0.000 0.139 0.000 0.000 2.108 0.695 3.033
0.250 0.000 0.000 0.500 0.000 0.000 0.111 0.000 0.000 0.000 0.139 0.000 0.000 2.099 0.683 3.075
0.250 0.000 0.000 0.514 0.000 0.000 0.097 0.000 0.000 0.000 0.139 0.000 0.000 2.097 0.682 3.075
0.250 0.000 0.000 0.528 0.000 0.000 0.083 0.000 0.000 0.000 0.139 0.000 0.000 2.096 0.684 3.063
0.250 0.000 0.000 0.542 0.000 0.000 0.069 0.000 0.000 0.000 0.139 0.000 0.000 2.086 0.684 3.051
0.250 0.000 0.000 0.542 0.000 0.000 0.083 0.000 0.000 0.000 0.125 0.000 0.000 2.115 0.693 3.050
0.250 0.000 0.000 0.556 0.000 0.000 0.056 0.000 0.000 0.000 0.139 0.000 0.000 2.082 0.683 3.050
0.250 0.000 0.000 0.556 0.000 0.000 0.069 0.000 0.000 0.000 0.125 0.000 0.000 2.102 0.684 3.073
0.250 0.000 0.000 0.569 0.000 0.000 0.042 0.000 0.000 0.000 0.139 0.000 0.000 2.080 0.681 3.055
0.250 0.000 0.000 0.569 0.000 0.000 0.056 0.000 0.000 0.000 0.125 0.000 0.000 2.098 0.683 3.070
0.250 0.000 0.000 0.583 0.000 0.000 0.028 0.000 0.000 0.000 0.139 0.000 0.000 2.063 0.680 3.032
0.250 0.000 0.000 0.583 0.000 0.000 0.042 0.000 0.000 0.000 0.125 0.000 0.000 2.093 0.682 3.071
0.250 0.000 0.000 0.597 0.000 0.000 0.014 0.000 0.000 0.000 0.139 0.000 0.000 2.055 0.677 3.037
0.250 0.000 0.000 0.597 0.000 0.000 0.028 0.000 0.000 0.000 0.125 0.000 0.000 2.076 0.681 3.050
0.264 0.000 0.000 0.444 0.000 0.000 0.153 0.000 0.000 0.000 0.139 0.000 0.000 2.114 0.698 3.028
0.264 0.000 0.000 0.458 0.000 0.000 0.139 0.000 0.000 0.000 0.139 0.000 0.000 2.108 0.687 3.069
0.264 0.000 0.000 0.472 0.000 0.000 0.125 0.000 0.000 0.000 0.139 0.000 0.000 2.096 0.683 3.071
0.264 0.000 0.000 0.486 0.000 0.000 0.111 0.000 0.000 0.000 0.139 0.000 0.000 2.094 0.682 3.071
0.264 0.000 0.000 0.500 0.000 0.000 0.097 0.000 0.000 0.000 0.139 0.000 0.000 2.090 0.682 3.064
0.264 0.000 0.000 0.514 0.000 0.000 0.083 0.000 0.000 0.000 0.139 0.000 0.000 2.082 0.683 3.047
0.264 0.000 0.000 0.528 0.000 0.000 0.069 0.000 0.000 0.000 0.139 0.000 0.000 2.080 0.683 3.046
0.264 0.000 0.000 0.528 0.000 0.000 0.083 0.000 0.000 0.000 0.125 0.000 0.000 2.099 0.683 3.074
0.264 0.000 0.000 0.542 0.000 0.000 0.056 0.000 0.000 0.000 0.139 0.000 0.000 2.077 0.682 3.047
0.264 0.000 0.000 0.542 0.000 0.000 0.069 0.000 0.000 0.000 0.125 0.000 0.000 2.099 0.682 3.076
0.264 0.000 0.000 0.556 0.000 0.000 0.042 0.000 0.000 0.000 0.139 0.000 0.000 2.073 0.680 3.048
0.264 0.000 0.000 0.556 0.000 0.000 0.056 0.000 0.000 0.000 0.125 0.000 0.000 2.091 0.682 3.066
0.264 0.000 0.000 0.569 0.000 0.000 0.028 0.000 0.000 0.000 0.139 0.000 0.000 2.052 0.678 3.028
0.264 0.000 0.000 0.583 0.000 0.000 0.014 0.000 0.000 0.000 0.139 0.000 0.000 2.047 0.675 3.031
0.264 0.000 0.000 0.583 0.000 0.000 0.028 0.000 0.000 0.000 0.125 0.000 0.000 2.064 0.679 3.039
0.486 0.000 0.000 0.375 0.000 0.000 0.014 0.000 0.000 0.000 0.000 0.125 0.000 2.019 0.670 3.012
0.000 0.000 0.000 0.500 0.333 0.000 0.000 0.028 0.000 0.000 0.139 0.000 0.000 2.094 0.698 3.001
0.000 0.000 0.000 0.514 0.319 0.000 0.000 0.028 0.000 0.000 0.139 0.000 0.000 2.101 0.699 3.004
0.000 0.000 0.000 0.500 0.347 0.000 0.000 0.000 0.014 0.000 0.139 0.000 0.000 2.098 0.699 3.003
0.181 0.000 0.000 0.569 0.000 0.000 0.000 0.111 0.000 0.000 0.139 0.000 0.000 2.149 0.704 3.052
0.181 0.000 0.000 0.583 0.000 0.000 0.000 0.097 0.000 0.000 0.139 0.000 0.000 2.142 0.701 3.056
0.181 0.000 0.000 0.597 0.000 0.000 0.000 0.083 0.000 0.000 0.139 0.000 0.000 2.129 0.696 3.057
0.194 0.000 0.000 0.514 0.000 0.000 0.000 0.153 0.000 0.000 0.139 0.000 0.000 2.175 0.708 3.072
0.194 0.000 0.000 0.528 0.000 0.000 0.000 0.139 0.000 0.000 0.139 0.000 0.000 2.157 0.705 3.061
0.194 0.000 0.000 0.542 0.000 0.000 0.000 0.125 0.000 0.000 0.139 0.000 0.000 2.141 0.699 3.064
0.194 0.000 0.000 0.556 0.000 0.000 0.000 0.111 0.000 0.000 0.139 0.000 0.000 2.132 0.700 3.044
0.194 0.000 0.000 0.569 0.000 0.000 0.000 0.097 0.000 0.000 0.139 0.000 0.000 2.127 0.695 3.059
0.194 0.000 0.000 0.583 0.000 0.000 0.000 0.083 0.000 0.000 0.139 0.000 0.000 2.113 0.693 3.051
0.194 0.000 0.000 0.597 0.000 0.000 0.000 0.069 0.000 0.000 0.139 0.000 0.000 2.109 0.691 3.051
0.208 0.000 0.000 0.514 0.000 0.000 0.000 0.139 0.000 0.000 0.139 0.000 0.000 2.133 0.697 3.058
0.208 0.000 0.000 0.528 0.000 0.000 0.000 0.125 0.000 0.000 0.139 0.000 0.000 2.131 0.696 3.060
0.208 0.000 0.000 0.542 0.000 0.000 0.000 0.111 0.000 0.000 0.139 0.000 0.000 2.125 0.695 3.059
0.208 0.000 0.000 0.556 0.000 0.000 0.000 0.097 0.000 0.000 0.139 0.000 0.000 2.113 0.694 3.046
0.208 0.000 0.000 0.569 0.000 0.000 0.000 0.083 0.000 0.000 0.139 0.000 0.000 2.102 0.691 3.041
0.208 0.000 0.000 0.569 0.000 0.000 0.000 0.097 0.000 0.000 0.125 0.000 0.000 2.128 0.704 3.023
0.208 0.000 0.000 0.583 0.000 0.000 0.000 0.069 0.000 0.000 0.139 0.000 0.000 2.092 0.687 3.043
0.208 0.000 0.000 0.583 0.000 0.000 0.000 0.083 0.000 0.000 0.125 0.000 0.000 2.121 0.691 3.069
0.208 0.000 0.000 0.597 0.000 0.000 0.000 0.056 0.000 0.000 0.139 0.000 0.000 2.100 0.685 3.066
0.208 0.000 0.000 0.597 0.000 0.000 0.000 0.069 0.000 0.000 0.125 0.000 0.000 2.113 0.689 3.068
0.222 0.000 0.000 0.500 0.000 0.000 0.000 0.153 0.000 0.000 0.125 0.000 0.000 2.159 0.713 3.030
0.222 0.000 0.000 0.514 0.000 0.000 0.000 0.125 0.000 0.000 0.139 0.000 0.000 2.119 0.692 3.061
0.222 0.000 0.000 0.514 0.000 0.000 0.000 0.139 0.000 0.000 0.125 0.000 0.000 2.158 0.710 3.037
0.222 0.000 0.000 0.528 0.000 0.000 0.000 0.111 0.000 0.000 0.139 0.000 0.000 2.101 0.693 3.030
0.222 0.000 0.000 0.528 0.000 0.000 0.000 0.125 0.000 0.000 0.125 0.000 0.000 2.129 0.693 3.070
0.222 0.000 0.000 0.542 0.000 0.000 0.000 0.097 0.000 0.000 0.139 0.000 0.000 2.100 0.692 3.034
0.222 0.000 0.000 0.542 0.000 0.000 0.000 0.111 0.000 0.000 0.125 0.000 0.000 2.127 0.695 3.059
0.222 0.000 0.000 0.556 0.000 0.000 0.000 0.083 0.000 0.000 0.139 0.000 0.000 2.092 0.688 3.042
0.222 0.000 0.000 0.556 0.000 0.000 0.000 0.097 0.000 0.000 0.125 0.000 0.000 2.114 0.691 3.059
0.222 0.000 0.000 0.569 0.000 0.000 0.000 0.069 0.000 0.000 0.139 0.000 0.000 2.091 0.685 3.052
0.222 0.000 0.000 0.569 0.000 0.000 0.000 0.083 0.000 0.000 0.125 0.000 0.000 2.111 0.689 3.065
0.222 0.000 0.000 0.583 0.000 0.000 0.000 0.056 0.000 0.000 0.139 0.000 0.000 2.090 0.683 3.060
0.222 0.000 0.000 0.583 0.000 0.000 0.000 0.069 0.000 0.000 0.125 0.000 0.000 2.108 0.686 3.072
0.222 0.000 0.000 0.597 0.000 0.000 0.000 0.042 0.000 0.000 0.139 0.000 0.000 2.075 0.684 3.032
0.222 0.000 0.000 0.597 0.000 0.000 0.000 0.056 0.000 0.000 0.125 0.000 0.000 2.107 0.684 3.078
0.236 0.000 0.000 0.500 0.000 0.000 0.000 0.139 0.000 0.000 0.125 0.000 0.000 2.119 0.694 3.054
0.236 0.000 0.000 0.514 0.000 0.000 0.000 0.125 0.000 0.000 0.125 0.000 0.000 2.116 0.692 3.057
0.236 0.000 0.000 0.528 0.000 0.000 0.000 0.097 0.000 0.000 0.139 0.000 0.000 2.090 0.688 3.039
0.236 0.000 0.000 0.528 0.000 0.000 0.000 0.111 0.000 0.000 0.125 0.000 0.000 2.111 0.690 3.058
0.236 0.000 0.000 0.542 0.000 0.000 0.000 0.083 0.000 0.000 0.139 0.000 0.000 2.090 0.686 3.047
0.236 0.000 0.000 0.556 0.000 0.000 0.000 0.069 0.000 0.000 0.139 0.000 0.000 2.090 0.684 3.057
0.236 0.000 0.000 0.556 0.000 0.000 0.000 0.083 0.000 0.000 0.125 0.000 0.000 2.107 0.686 3.070
0.236 0.000 0.000 0.569 0.000 0.000 0.000 0.056 0.000 0.000 0.139 0.000 0.000 2.084 0.683 3.053
0.236 0.000 0.000 0.569 0.000 0.000 0.000 0.069 0.000 0.000 0.125 0.000 0.000 2.102 0.684 3.074
0.236 0.000 0.000 0.583 0.000 0.000 0.000 0.042 0.000 0.000 0.139 0.000 0.000 2.067 0.683 3.028
0.236 0.000 0.000 0.583 0.000 0.000 0.000 0.056 0.000 0.000 0.125 0.000 0.000 2.100 0.682 3.079
0.236 0.000 0.000 0.597 0.000 0.000 0.000 0.028 0.000 0.000 0.139 0.000 0.000 2.067 0.682 3.031
0.250 0.000 0.000 0.500 0.000 0.000 0.000 0.125 0.000 0.000 0.125 0.000 0.000 2.104 0.688 3.058
0.250 0.000 0.000 0.514 0.000 0.000 0.000 0.111 0.000 0.000 0.125 0.000 0.000 2.104 0.689 3.053
0.250 0.000 0.000 0.528 0.000 0.000 0.000 0.083 0.000 0.000 0.139 0.000 0.000 2.084 0.684 3.048
0.250 0.000 0.000 0.528 0.000 0.000 0.000 0.097 0.000 0.000 0.125 0.000 0.000 2.100 0.687 3.057
0.250 0.000 0.000 0.542 0.000 0.000 0.000 0.069 0.000 0.000 0.139 0.000 0.000 2.080 0.683 3.045
0.250 0.000 0.000 0.542 0.000 0.000 0.000 0.083 0.000 0.000 0.125 0.000 0.000 2.097 0.684 3.067
0.250 0.000 0.000 0.556 0.000 0.000 0.000 0.056 0.000 0.000 0.139 0.000 0.000 2.077 0.682 3.048
0.250 0.000 0.000 0.556 0.000 0.000 0.000 0.069 0.000 0.000 0.125 0.000 0.000 2.092 0.683 3.062
0.250 0.000 0.000 0.569 0.000 0.000 0.000 0.042 0.000 0.000 0.139 0.000 0.000 2.062 0.680 3.031
0.250 0.000 0.000 0.569 0.000 0.000 0.000 0.056 0.000 0.000 0.125 0.000 0.000 2.088 0.681 3.065
0.250 0.000 0.000 0.583 0.000 0.000 0.000 0.028 0.000 0.000 0.139 0.000 0.000 2.059 0.677 3.039
0.250 0.000 0.000 0.583 0.000 0.000 0.000 0.042 0.000 0.000 0.125 0.000 0.000 2.075 0.682 3.045
0.250 0.000 0.000 0.597 0.000 0.000 0.000 0.014 0.000 0.000 0.139 0.000 0.000 2.055 0.678 3.032
0.250 0.000 0.000 0.597 0.000 0.000 0.000 0.028 0.000 0.000 0.125 0.000 0.000 2.074 0.680 3.048
0.222 0.000 0.000 0.597 0.000 0.000 0.000 0.000 0.042 0.000 0.139 0.000 0.000 2.119 0.697 3.040
0.236 0.000 0.000 0.583 0.000 0.000 0.000 0.000 0.042 0.000 0.139 0.000 0.000 2.112 0.690 3.058
0.236 0.000 0.000 0.597 0.000 0.000 0.000 0.000 0.028 0.000 0.139 0.000 0.000 2.089 0.686 3.046
0.250 0.000 0.000 0.583 0.000 0.000 0.000 0.000 0.028 0.000 0.139 0.000 0.000 2.076 0.684 3.034
0.250 0.000 0.000 0.583 0.000 0.000 0.000 0.000 0.042 0.000 0.125 0.000 0.000 2.119 0.701 3.022
0.250 0.000 0.000 0.597 0.000 0.000 0.000 0.000 0.014 0.000 0.139 0.000 0.000 2.064 0.681 3.029
0.250 0.000 0.000 0.597 0.000 0.000 0.000 0.000 0.028 0.000 0.125 0.000 0.000 2.096 0.685 3.058
0.264 0.000 0.000 0.583 0.000 0.000 0.000 0.000 0.014 0.000 0.139 0.000 0.000 2.057 0.680 3.024
0.264 0.000 0.000 0.583 0.000 0.000 0.000 0.000 0.028 0.000 0.125 0.000 0.000 2.090 0.684 3.056
0.264 0.000 0.000 0.597 0.000 0.000 0.000 0.000 0.014 0.000 0.125 0.000 0.000 2.068 0.680 3.040
0.278 0.000 0.000 0.569 0.000 0.000 0.000 0.000 0.014 0.000 0.139 0.000 0.000 2.053 0.676 3.035
0.278 0.000 0.000 0.569 0.000 0.000 0.000 0.000 0.028 0.000 0.125 0.000 0.000 2.078 0.683 3.041
0.278 0.000 0.000 0.583 0.000 0.000 0.000 0.000 0.014 0.000 0.125 0.000 0.000 2.066 0.680 3.038
0.292 0.000 0.000 0.556 0.000 0.000 0.000 0.000 0.028 0.000 0.125 0.000 0.000 2.073 0.683 3.036
0.292 0.000 0.000 0.569 0.000 0.000 0.000 0.000 0.014 0.000 0.125 0.000 0.000 2.060 0.679 3.036
0.292 0.000 0.000 0.569 0.000 0.014 0.000 0.000 0.000 0.000 0.125 0.000 0.000 2.040 0.674 3.027
